http://forum.velomania.ru/showthread.php?t=74626&page=1	Juppy	Как работают гидравлические тормоза, примерно, в общих чертах, всем понятно. Поршень на ручке (главный цилиндр), при нажатии, создает давление в тормозной системе заполненной тормозной жидкостью или маслом. Это давление, по гидролинии передается в калипер (рабочий цилиндр) и выталкивает тормозные поршни (в велосипедной терминологии - пистоны, от слова Piston - поршень) из калипера. Поршни давят на тормозные колодки, которые, в свою очередь сжимают диск, создавая силу трения. Благодаря силе трения, кинетическая энергия преобразовывается в тепловую и затем рассеивается. Все в порядке, мы остановились… Но я не это хотел написать. На Веломании периодически возникают вопросы: «Не отходят поршни от колодок. Что делать?». И вижу распространенные ответы-заблуждения: «Ослабла разводящая пружина». Это не так! Тот, кто разбирал тормозные калиперы знает, что поршни в них сидят достаточно плотно, а разводящая пружина создает недостаточное усилие, чтобы как-то сдвинуть поршни в калиперах. И вообще она никак не влияет на разведение колодок. Ну или очень косвенно. Они руками-то неохотно двигаются, а тут какая-то слабенькая пружинка…. **IMAGE** Эта пружина служит только лишь для того, чтобы на расколбасе, колодки не болтались в калипере и не издавали неприятный, гремящий звук. Все. Больше эта пружина не на что не влияет. Тогда остается вопрос: Как колодки возвращаются обратно в калипер, когда мы отпускаем ручку тормоза? Учитывая, что «разводящая» пружина на это не оказывает никакого влияния. Давайте разбираться… **IMAGE** Как видно на схемке, при нажатии на ручку в калипере появляется давление тормозной жидкости, которое действует не только на поршень, но еще и на манжету. Под действием давления, поршень выталкивается из калипера, а манжета, за счет своей эластичности, деформируется. За счет деформации в ней возникают внутренние напряжения, которые стремятся вернуть манжету в первоначальное состояние. Когда мы отпускаем ручку тормоза, давление в тормозной системе падает, это позволяет манжете вернуться в свое нормальное состояние. Что она и делает, увлекая за собой поршень. В результате поршень возвращается в калипер на расстояние, примерно равное, деформации манжеты. Конечно, это расстояние мало, но для отведения колодок от диска его достаточно. Во время эксплуатации гидравлических тормозов, под воздействием различных факторов, манжета теряет свою эластичность. Из-за этого поршни возвращаются в калипер на меньшее расстояние или совсем не возвращаются. Т.е. не разводятся. Лечится такая ситуация заменой манжеты и прокачкой тормозной системы. Вот и все. Критикуйте… http://forum.velomania.ru/showthread.php?t=74626&p=1088799&viewfull=1#post1088799 Для тех, кто не хочет читать эту тему, но хочет получить ответ. http://forum.velomania.ru/showthread.php?t=74626&p=1590715&viewfull=1#post1590715 Продолжение Все выше написанное чистой воды ИМХО 	True	False	0	3
http://forum.velomania.ru/showthread.php?t=74626&page=1	ACLoMiK	 про пружину в ручке забыл. если это конечно не шутка. при отпускании тормозной ручки в системе образуется вакуум который и вытягивает поршни. а не уходить поршни могут из за воздуха, или грязи на поршне. 	False	False	0	3
http://forum.velomania.ru/showthread.php?t=74626&page=1	Simak793	 в калиппере живут маленькие гномики PS:пружина в ручке 	False	False	0	0
http://forum.velomania.ru/showthread.php?t=74626&page=1	menand	 что за манжета? фотки её можно? 	False	False	0	1
http://forum.velomania.ru/showthread.php?t=74626&page=1	gonshik	""" Разве манжета не выполняет роль простого уплотнителя в гидравлической системе,чтоб тормозная жидкость при работе не вытекала? Тут скорее всего дело в пружине, как в мульте """"Музыкальная шкатулка"""" - """"сломается вот эта штука, шкатулка не издаст ни звука"""". Тут на форуме один товарищ писал вчера про действие магнитов в калипере Джуси 5. Кто по магнитам выскажется? П.С. Разъеденная зимними реагентами резиновая манжета конечно же сосёт воздух в линию при работе, и требует замены и последующей прокачки линии. """	False	False	0	2
http://forum.velomania.ru/showthread.php?t=74626&page=1	Gogi	 Номер каталожный у манжеты какой? 	False	False	0	1
http://forum.velomania.ru/showthread.php?t=74626&page=1	Лёха Самолётов	 Juppy , мне кажется ты не прав. Во-первых в таком случае манжета должна быть оочень эластичной. А во-вторых чтоб все это работало, манжета должна быть жестко прикреплена к стенкам цилиндра и поршня, а между последними должен быть приличный зазор. Далее, если ты хочешь обсудить данный вопрос, то делай это в основной теме, а не в ФАКе. В дальнейшем ее можно будет переместить сюда. 	False	False	0	4
http://forum.velomania.ru/showthread.php?t=74626&page=1	Albus	 А как это соотносится с автоподвидением колодок по мере их износа? Скорее всего все же гномики . 	False	False	0	1
http://forum.velomania.ru/showthread.php?t=74626&page=1	Juppy	 Коллеги, я вот проделал небольшой эксперимент с помощью вот такого нехитрого устройства. 	False	False	0	1
http://forum.velomania.ru/showthread.php?t=74626&page=1	molotok	 Колодки разводятся за счёт атмосферного давления, при отпускании ручки пружина отводит поршень , что создаёт в системе пониженное давление и давление воздуха на поршни калипера их разводит. Не расходятся они если манжеты пропускают воздух в систему. Вообще система очень ненадёжна, себе поставил механику бб7. Лучше бы развод колодок осуществлялся более сильной пружиной в калипере, но таких тормозов для вела пока не встречал 	False	False	0	5
http://forum.velomania.ru/showthread.php?t=74626&page=2	Gregg	 Сообщение от Juppy с помощью вот такого нехитрого устройства Juppy , к одному из шприцов приделай пружинку и посмотри на работу. Идея с резинкой кажется малореальной. 	False	False	0	1
http://forum.velomania.ru/showthread.php?t=74626&page=2	Лёха Самолётов	 Сообщение от Juppy Совершенно очевидно, что перемещая поршень в одном из шприцев, тотчас перемещается и второй поршень. Т.е. на сколько выдвигаешь один поршень, ровно настолько за ним следует второй. За счет чего тогда компенсируется износ колодок. Я не понимаю. По этому принципу работают тормоза Hayes Sole. А по мере износа колодки подводятся вручную с помощью шестигранника. В тормозах с автоподводом колодок в главном цилиндре есть канал, соединенный с расширительным бачком. Пока ручка тормоза не нажата - канал открыт. Как только начинаем тормозить - поршень в цилиндре сдвигается, перекрывая этот канал. Оттормозились, отпустили ручку. В системе создалось небольшое разрежение т.к. поршни в каллипере в любом случае имеют трение относительно стенок тормозного цилиндра. Дойдя до крайнего начального положения поршень в гланвном цилиндре открыл канал к расширительному бачку, откуда сразу подсосалось нужное для компенсации стертых колодок кол-во тормозухи. 	False	False	0	3
http://forum.velomania.ru/showthread.php?t=74626&page=2	Gregg	 Сообщение от Juppy За счет чего тогда компенсируется износ колодок. Это тоже можно смоделировать системой из двух шприцов. При износе колодок поршни приближатся друг к другу, объем в калипере (в левом, скажем, шприце) увеличивается, а в ручке (в правом шприце) уменьшается. У ручки тормоза (в отличие от шприца) есть расширительный бачок, который компенсирует уменьшение объема, и ход ручки не изменяется. Я так думаю ---------- Добавлено в 10:10 ---------- Предыдущее сообщение было в 10:09 ---------- Опередили 	False	False	0	4
http://forum.velomania.ru/showthread.php?t=74626&page=2	Juppy	 Соглашусь и с Самолётовым и с Gregg -ом. Это объяснение кажется наиболее логичным. Просто я проводил аналогию с автомобильными тормозами, а про них в любом учебнике написано, что за счет манжеты. Вот как она работает. **IMAGE** 	True	False	0	2
